NMFS_DNA_ID,BOX_ID,BOX_POSITION,SAMPLE_ID,BATCH_ID,PROJECT_NAME,GENUS,SPECIES,LENGTH,WEIGHT,SEX,AGE,REPORTED_LIFE_STAGE,PHENOTYPE,HATCHERY_MARK,TAG_NUMBER,COLLECTION_DATE,ESTIMATED_DATE,PICKER,PICK_DATE,LEFTOVER_SAMPLE,SAMPLE_COMMENTS,STATE_F,COUNTY_F,WATERSHED,TRIB_1,TRIB_2,WATER_NAME,REACH_SITE,HATCHERY,STRAIN,LATITUDE_F,LONGITUDE_F,LOCATION_COMMENTS_F,MISEQ_ID,n,LOCATION,SLG,BARRIERS
M078355,M793,7G,3838,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,51,1.5,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3830,46,Coastal_mid,CTMR,Below
M078356,M793,7H,3839,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,54,1.6,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3842,46,Coastal_mid,CTMR,Below
M078357,M793,8A,3840,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,48,1.2,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3759,46,Coastal_mid,CTMR,Below
M078358,M793,8B,3841,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,77,4.9,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3771,46,Coastal_mid,CTMR,Below
M078359,M793,8C,3842,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,50,1.2,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3783,46,Coastal_mid,CTMR,Below
M078360,M793,8D,3843,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,72,3.9,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3795,46,Coastal_mid,CTMR,Below
M078361,M793,8E,3844,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,52,1.5,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3807,46,Coastal_mid,CTMR,Below
M078362,M793,8F,3845,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,70,3.8,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3819,46,Coastal_mid,CTMR,Below
M078363,M793,8G,3846,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,50,1.2,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3831,46,Coastal_mid,CTMR,Below
M078364,M793,8H,3847,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,57,1.9,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3843,46,Coastal_mid,CTMR,Below
M078365,M793,9A,3848,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,53,1.6,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3760,46,Coastal_mid,CTMR,Below
M078366,M793,9B,3849,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,57,2,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3772,46,Coastal_mid,CTMR,Below
M078368,M793,9D,3851,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,53,1.5,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3796,46,Coastal_mid,CTMR,Below
M078369,M793,9E,3852,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,48,1.2,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3808,46,Coastal_mid,CTMR,Below
M078370,M793,9F,3853,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,56,1.6,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3820,46,Coastal_mid,CTMR,Below
M078371,M793,9G,3854,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,49,1.1,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3832,46,Coastal_mid,CTMR,Below
M078372,M793,9H,3855,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,52,1.6,NA,0,JUVENILE,NA,NA,NA,7/26/14,NA,LC,1/23/15,None,NA,California,Mendocino,Ten Mile River,North Fork Ten Mile River,NA,Little North Fork Ten Mile River,NA,NA,NA,NA,NA,NA,steelhead3844,46,Coastal_mid,CTMR,Below
M079197,M802,5A,5025,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,65,2.6,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3659,47,Coastal_mid,CFRC,Below
M079198,M802,5B,5026,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,58,2,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3671,47,Coastal_mid,CFRC,Below
M079199,M802,5C,5027,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,65,2.9,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3683,47,Coastal_mid,CFRC,Below
M079200,M802,5D,5028,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,67,3.4,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3695,47,Coastal_mid,CFRC,Below
M079201,M802,5E,5029,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,48,1.1,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3707,47,Coastal_mid,CFRC,Below
M079202,M802,5F,5030,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,68,3.5,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3719,47,Coastal_mid,CFRC,Below
M079203,M802,5G,5031,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,64,2.7,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3731,47,Coastal_mid,CFRC,Below
M079204,M802,5H,5032,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,72,3.7,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3743,47,Coastal_mid,CFRC,Below
M079206,M802,6B,5034,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,63,2.7,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3672,47,Coastal_mid,CFRC,Below
M079207,M802,6C,5035,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,50,1.5,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3684,47,Coastal_mid,CFRC,Below
M079208,M802,6D,5036,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,75,4.4,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3696,47,Coastal_mid,CFRC,Below
M079209,M802,6E,5037,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,72,4.4,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3708,47,Coastal_mid,CFRC,Below
M079210,M802,6F,5038,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,70,3.6,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3720,47,Coastal_mid,CFRC,Below
M079211,M802,6G,5039,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,70,3.5,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3732,47,Coastal_mid,CFRC,Below
M079212,M802,6H,5040,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,68,3,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3744,47,Coastal_mid,CFRC,Below
M079213,M802,7A,5041,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,71,3.7,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3661,47,Coastal_mid,CFRC,Below
M079214,M802,7B,5042,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,69,3.3,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,2 pieces,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3673,47,Coastal_mid,CFRC,Below
M079215,M802,7C,5043,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,66,2.8,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3685,47,Coastal_mid,CFRC,Below
M079216,M802,7D,5044,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,71,3.8,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3697,47,Coastal_mid,CFRC,Below
M079217,M802,7E,5045,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,64,2.8,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3709,47,Coastal_mid,CFRC,Below
M079218,M802,7F,5046,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,52,1.5,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3721,47,Coastal_mid,CFRC,Below
M079219,M802,7G,5047,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,55,1.7,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3733,47,Coastal_mid,CFRC,Below
M079220,M802,7H,5048,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,66,3.1,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3745,47,Coastal_mid,CFRC,Below
M079221,M802,8A,5049,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,70,3.6,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3662,47,Coastal_mid,CFRC,Below
M079222,M802,8B,5050,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,56,2,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3674,47,Coastal_mid,CFRC,Below
M079223,M802,8C,5051,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,66,3,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3686,47,Coastal_mid,CFRC,Below
M079224,M802,8D,5052,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,75,4.3,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3698,47,Coastal_mid,CFRC,Below
M079225,M802,8E,5053,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,65,2.8,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3710,47,Coastal_mid,CFRC,Below
M079226,M802,8F,5054,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,74,4.2,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3722,47,Coastal_mid,CFRC,Below
M079227,M802,8G,5055,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,68,3.2,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3734,47,Coastal_mid,CFRC,Below
M079228,M802,8H,5056,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,71,3.5,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3746,47,Coastal_mid,CFRC,Below
M079229,M802,9A,5057,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,63,2.5,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3663,47,Coastal_mid,CFRC,Below
M079230,M802,9B,5058,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,67,3.2,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3675,47,Coastal_mid,CFRC,Below
M079231,M802,9C,5059,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,55,1.8,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3687,47,Coastal_mid,CFRC,Below
M079232,M802,9D,5060,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,63,2.6,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3699,47,Coastal_mid,CFRC,Below
M079233,M802,9E,5061,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,58,2.1,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3711,47,Coastal_mid,CFRC,Below
M079234,M802,9F,5062,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,55,2,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3723,47,Coastal_mid,CFRC,Below
M079235,M802,9G,5063,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,71,3.8,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3735,47,Coastal_mid,CFRC,Below
M079236,M802,9H,5064,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,62,2.6,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3747,47,Coastal_mid,CFRC,Below
M079237,M802,10A,5065,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,62,2.7,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3664,47,Coastal_mid,CFRC,Below
M079238,M802,10B,5066,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,59,2.3,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3676,47,Coastal_mid,CFRC,Below
M079239,M802,10C,5067,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,69,3.4,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3688,47,Coastal_mid,CFRC,Below
M079240,M802,10D,5068,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,55,1.9,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3700,47,Coastal_mid,CFRC,Below
M079241,M802,10E,5069,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,69,3.6,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3712,47,Coastal_mid,CFRC,Below
M079242,M802,10F,5070,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,51,1.4,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3724,47,Coastal_mid,CFRC,Below
M079243,M802,10G,5071,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,62,2.5,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3736,47,Coastal_mid,CFRC,Below
M079244,M802,10H,5072,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,53,1.4,NA,0,JUVENILE,NA,NA,NA,8/28/14,NA,LC,1/28/15,None,NA,California,Humboldt,Humboldt Bay,NA,NA,Freshwater Creek,NA,NA,NA,NA,NA,NA,steelhead3748,47,Coastal_mid,CFRC,Below
M079949,M810,3A,5807,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,53,1.5,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3665,48,Klamath,KHLC,Below
M079950,M810,3B,5808,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,58,1.9,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3677,48,Klamath,KHLC,Below
M079951,M810,3C,5809,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,50,1.8,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3689,48,Klamath,KHLC,Below
M079952,M810,3D,5810,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,65,3.1,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3701,48,Klamath,KHLC,Below
M079953,M810,3E,5811,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,56,1.9,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3713,48,Klamath,KHLC,Below
M079954,M810,3F,5812,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,55,1.5,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3725,48,Klamath,KHLC,Below
M079955,M810,3G,5813,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,54,1.8,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3737,48,Klamath,KHLC,Below
M079956,M810,3H,5814,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,56,1.7,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3749,48,Klamath,KHLC,Below
M079957,M810,4A,5815,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,53,1.7,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3666,48,Klamath,KHLC,Below
M079958,M810,4B,5816,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,77,4.6,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3678,48,Klamath,KHLC,Below
M079959,M810,4C,5817,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,60,2.5,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3690,48,Klamath,KHLC,Below
M079960,M810,4D,5818,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,70,3.5,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3702,48,Klamath,KHLC,Below
M079961,M810,4E,5819,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,59,2.3,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3714,48,Klamath,KHLC,Below
M079962,M810,4F,5820,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,54,1.5,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3726,48,Klamath,KHLC,Below
M079963,M810,4G,5821,4521,2014 Coastwide Steelhead,Oncorhynchus,mykiss,66,3.2,NA,0,Juvenile,NA,NA,NA,8/27/14,NA,LC,3/30/15,None,NA,California,Del Norte,Klamath River,Trinity River,NA,Horse Linto Creek,NA,NA,NA,NA,NA,NA,steelhead3738,48,Klamath,KHLC,Below
